df_2_cv,df_2_tf,df_3_cv,df_3_tf
0.7834530374930531,0.7866700867855158,0.7689602838698645,0.7689602838698645
0.7684890191580647,0.769858969457542,0.7707722696571938,0.7707722696571938
0.8007200203899579,0.7875621256531159,0.803895331549212,0.803895331549212
0.8067732891550912,0.8079839429081177,0.8011766704897838,0.8011766704897838
0.7842275179474107,0.7904188437194682,0.7899621936196423,0.7899621936196423
0.8059632732649082,0.8071739270179349,0.8192804645482012,0.8192804645482012
0.7956566457391416,0.8031669845079175,0.7987422057468554,0.7987422057468554
0.8277550408193877,0.8290085495725213,0.8233302620583256,0.8233302620583256
0.7878891769697229,0.7686044269215112,0.7846750519616875,0.7846750519616875
0.7979922432449805,0.788681994471705,0.7710257344275644,0.7710257344275644
0.7834530374930531,0.7866700867855158,0.7689602838698645,0.7689602838698645
0.7684890191580647,0.769858969457542,0.7707722696571938,0.7707722696571938
0.8007200203899579,0.7875621256531159,0.803895331549212,0.803895331549212
0.8067732891550912,0.8079839429081177,0.8011766704897838,0.8011766704897838
0.7842275179474107,0.7904188437194682,0.7899621936196423,0.7899621936196423
0.8059632732649082,0.8071739270179349,0.8192804645482012,0.8192804645482012
0.7956566457391416,0.8031669845079175,0.7987422057468554,0.7987422057468554
0.8277550408193877,0.8290085495725213,0.8233302620583256,0.8233302620583256
0.7878891769697229,0.7686044269215112,0.7846750519616875,0.7846750519616875
0.7979922432449805,0.788681994471705,0.7710257344275644,0.7710257344275644
0.7834530374930531,0.7866700867855158,0.7689602838698645,0.7689602838698645
0.7684890191580647,0.769858969457542,0.7707722696571938,0.7707722696571938
0.8007200203899579,0.7875621256531159,0.803895331549212,0.803895331549212
0.8067732891550912,0.8079839429081177,0.8011766704897838,0.8011766704897838
0.7842275179474107,0.7904188437194682,0.7899621936196423,0.7899621936196423
0.8059632732649082,0.8071739270179349,0.8192804645482012,0.8192804645482012
0.7956566457391416,0.8031669845079175,0.7987422057468554,0.7987422057468554
0.8277550408193877,0.8290085495725213,0.8233302620583256,0.8233302620583256
0.7878891769697229,0.7686044269215112,0.7846750519616875,0.7846750519616875
0.7979922432449805,0.788681994471705,0.7710257344275644,0.7710257344275644
