df_2_cv,df_2_tf,df_3_cv,df_3_tf,df_4_cv,df_4_tf
0.7125603864734299,0.6618357487922706,0.6135265700483091,0.8260869565217391,0.6739130434782609,0.6932367149758454
0.6319612590799032,0.7142857142857143,0.7457627118644068,0.6150121065375302,0.6949152542372882,0.7312348668280871
0.7481840193704601,0.7869249394673123,0.7263922518159807,0.847457627118644,0.7191283292978208,0.7360774818401937
0.7409200968523002,0.7675544794188862,0.7820823244552058,0.8353510895883777,0.7627118644067796,0.837772397094431
0.6561743341404358,0.6658595641646489,0.7167070217917676,0.7191283292978208,0.7772397094430993,0.8232445520581114
0.7360774818401937,0.7046004842615012,0.7554479418886199,0.774818401937046,0.8062953995157385,0.8135593220338984
0.6585956416464891,0.6949152542372882,0.7046004842615012,0.6513317191283293,0.6610169491525424,0.6561743341404358
0.6949152542372882,0.7578692493946732,0.6852300242130751,0.6319612590799032,0.87409200968523,0.8837772397094431
0.6707021791767555,0.7288135593220338,0.7966101694915254,0.8062953995157385,0.6876513317191283,0.8910411622276029
0.6876513317191283,0.6949152542372882,0.784503631961259,0.6561743341404358,0.7215496368038741,0.7457627118644068
0.7415458937198067,0.7270531400966184,0.8067632850241546,0.7753623188405797,0.8188405797101449,0.8671497584541062
0.6682808716707022,0.6537530266343826,0.6077481840193705,0.6295399515738499,0.6828087167070218,0.7699757869249395
0.6707021791767555,0.6561743341404358,0.801452784503632,0.774818401937046,0.7869249394673123,0.784503631961259
0.7990314769975787,0.7288135593220338,0.8038740920096852,0.8716707021791767,0.87409200968523,0.7893462469733656
0.6803874092009685,0.6634382566585957,0.7142857142857143,0.7288135593220338,0.6658595641646489,0.6440677966101694
0.6852300242130751,0.7094430992736077,0.774818401937046,0.8111380145278451,0.837772397094431,0.8280871670702179
0.7191283292978208,0.7820823244552058,0.8111380145278451,0.8062953995157385,0.7627118644067796,0.7142857142857143
0.648910411622276,0.7433414043583535,0.7239709443099274,0.7409200968523002,0.8789346246973365,0.8619854721549637
0.6779661016949152,0.7046004842615012,0.7578692493946732,0.8159806295399515,0.8401937046004843,0.7167070217917676
0.7046004842615012,0.6779661016949152,0.6634382566585957,0.6537530266343826,0.738498789346247,0.8401937046004843
0.7077294685990339,0.7198067632850241,0.7946859903381642,0.8260869565217391,0.644927536231884,0.7246376811594203
0.6585956416464891,0.774818401937046,0.7869249394673123,0.6053268765133172,0.738498789346247,0.5520581113801453
0.711864406779661,0.7530266343825666,0.7360774818401937,0.7457627118644068,0.8208232445520581,0.7457627118644068
0.7941888619854721,0.7820823244552058,0.7820823244552058,0.6610169491525424,0.864406779661017,0.8329297820823245
0.6513317191283293,0.6924939467312349,0.7627118644067796,0.7772397094430993,0.7772397094430993,0.837772397094431
0.7409200968523002,0.7215496368038741,0.7990314769975787,0.7869249394673123,0.8619854721549637,0.7917675544794189
0.6561743341404358,0.6924939467312349,0.6828087167070218,0.7070217917675545,0.6803874092009685,0.6561743341404358
0.7094430992736077,0.7578692493946732,0.8038740920096852,0.711864406779661,0.784503631961259,0.8910411622276029
0.6900726392251816,0.7094430992736077,0.7966101694915254,0.8111380145278451,0.7167070217917676,0.8353510895883777
0.6876513317191283,0.6924939467312349,0.7457627118644068,0.6803874092009685,0.6973365617433414,0.7457627118644068
